video,avg_color,max_color,min_color,avg_ltp,max_ltp,min_ltp,avg_brisque,max_brisque,min_brisque,avg_flickering,avg_blockiness,avg_blockloss,avg_blur,avg_exposure,avg_contrast,avg_interlace,avg_noise,avg_si,avg_ti,mos
B124.mp4,0.278282622,0.29761963,0.257255878,0.219482895,0.270935333,0.155128467,0.580861419,0.793750509,0.520836714,0.09027,0.00023,0.00439,0.06193,0.46142,0.13663,0.00562,0.00178,0.097963068,0.022178173,55.3564
B125.mp4,0.377422047,0.467718006,0.299260654,0.418926956,0.453405032,0.381217485,0.544510548,0.623288239,0.463284192,0.06258,0.00026,0.02681,0.13026,0.49312,0.30635,0.0006,0.01321,0.135198243,0.068720519,52.9389
B126.mp4,0.338656433,0.438741224,0.234131985,0.307620345,0.394533612,0.229856363,0.504449631,0.582469551,0.285222172,0.03093,0.00028,0.00354,0.05799,0.52477,0.28518,0.00259,0.01765,0.20029006,0.057980206,73.5285
B127.mp4,0.331328905,0.476402722,0.181335061,0.380832776,0.447673112,0.334225889,0.495558949,0.695183566,0.365625599,0.0396,0.00027,0.00812,0.09298,0.5067,0.42658,0.01698,0.01269,0.258016662,0.131013836,58.382
B128.mp4,0.393682158,0.439217002,0.348698715,0.420552962,0.432460779,0.403395469,0.461847212,0.573281047,0.415530963,0.01753,0.00027,0.00168,0.08969,0.50694,0.39223,0.00133,0.07774,0.145964452,0.07753714,59.2601
B129.mp4,0.381086546,0.455993539,0.216775358,0.389817787,0.480357861,0.260422503,0.542897207,0.891814712,0.160351121,0.02157,0.00025,0.00083,0.06683,0.55243,0.33249,0.00203,0.07126,0.16838761,0.094512632,38.2353
B130.mp4,0.422110603,0.447040256,0.394502846,0.403576753,0.421958764,0.393576603,0.50237102,0.603684215,0.453262938,0.08249,0.00026,0.01298,0.11515,0.4943,0.46565,0.00088,0.01544,0.130343396,0.021715016,52.7733
B131.mp4,0.348917411,0.473898566,0.20954291,0.366030593,0.402749317,0.281516989,0.633775665,1.039951807,0.127478908,0.08106,0.00024,0.00179,0.06049,0.47326,0.22094,0.00184,0.0077,0.285263768,0.098660674,37.062
B132.mp4,0.413825128,0.44720548,0.351347231,0.413989876,0.471266299,0.393403255,0.489261767,0.608072582,0.360073089,0.03652,0.00027,0.01156,0.10897,0.50284,0.35164,0.0017,0.0166,0.132491826,0.065707863,42.6774
B133.mp4,0.360405123,0.44750016,0.214880649,0.42628846,0.490850912,0.383066462,0.374320453,0.507919267,0.280912633,0.04339,0.00027,0.01444,0.04652,0.5116,0.46428,0.02663,0.0133,0.306787139,0.11895292,81.2515
B134.mp4,0.358366553,0.550925873,0.21006385,0.375133968,0.555400711,0.279540044,0.541850206,0.788140872,0.094691523,0.07753,0.00024,0.00477,0.06572,0.42892,0.38608,0.00464,0.00575,0.121381439,0.061554142,69.35
B135.mp4,0.346146638,0.506881428,0.168024904,0.39065452,0.492007121,0.283909554,0.552728548,0.787487867,0.303058114,0.02708,0.00027,0.00086,0.06388,0.52848,0.39734,0.01099,0.0621,0.244009314,0.090322376,79.775
B136.mp4,0.38135345,0.433500765,0.312042511,0.39348541,0.413367992,0.367224693,0.467995388,0.578461082,0.33658199,0.02668,0.00028,0.02654,0.07248,0.50987,0.3615,0.00991,0.06953,0.223820919,0.0737983,71.8718
B137.mp4,0.370145226,0.501362382,0.166361804,0.386415266,0.464252653,0.178081601,0.538895112,0.826443301,0.123587011,0.02544,0.00026,0.00146,0.0555,0.54625,0.40261,0.00511,0.01698,0.291393488,0.141724804,47.1258
B138.mp4,0.327682111,0.385320114,0.2629533,0.261378049,0.328265435,0.206464561,0.364277507,0.470002739,0.322801372,0.02927,0.00028,0.00112,0.05521,0.4357,0.24117,0.00398,0.01936,0.139201375,0.045390466,79.3155
B139.mp4,0.320537844,0.444964313,0.233664726,0.40282606,0.429522052,0.376228535,0.62229504,0.840701338,0.281187184,0.05076,0.00027,0.00047,0.04473,0.50448,0.45683,0.02926,0.02602,0.351582356,0.117852187,68.8052
B140.mp4,0.396309226,0.465220987,0.28152426,0.380301381,0.444920504,0.271054799,0.382069342,0.699700526,0.085037074,0.02771,0.00027,0.00812,0.10527,0.52292,0.32603,0.00205,0.05684,0.152540792,0.082929736,68.4787
B141.mp4,0.315636116,0.339648265,0.256096384,0.356837351,0.367998044,0.349102441,0.768071008,0.857326783,0.706098028,0.04603,0.00028,0.00332,0.03428,0.51841,0.36819,0.0212,0.02739,0.404358484,0.064565515,86.3333
B142.mp4,0.406587602,0.469821527,0.325149591,0.410692137,0.437756943,0.366948198,0.379569897,0.537490323,0.308728476,0.03324,0.00027,0.01534,0.05624,0.51077,0.36957,0.00144,0.02393,0.17722065,0.039977907,64.9667
B143.mp4,0.348423353,0.474493641,0.229166646,0.373966956,0.446033744,0.357252305,0.425609536,0.63024906,0.263304376,0.08167,0.00027,0.00934,0.04046,0.46888,0.47385,0.09084,0.00983,0.25279356,0.077674774,64.0795
B144.mp4,0.315956479,0.334189847,0.300118451,0.284691579,0.306542813,0.28073213,0.575352268,0.738811135,0.510527391,0.07462,0.00026,0.00073,0.06181,0.45164,0.15313,0.00139,0.01307,0.234373836,0.008372966,46.1283
B145.mp4,0.358606727,0.419658101,0.289122803,0.436636419,0.448000558,0.422730103,0.522690899,0.660684772,0.436217867,0.01931,0.00027,0.00105,0.04611,0.50897,0.49703,0.03997,0.06933,0.304502363,0.091219457,87.7442
B146.mp4,0.337158802,0.376854308,0.289013386,0.397984194,0.415661309,0.372734571,0.720852528,0.856993031,0.539200342,0.03849,0.00028,0.00024,0.04131,0.53957,0.4855,0.00625,0.01854,0.326076355,0.092149079,62.9054
B147.mp4,0.374304126,0.419126331,0.335797062,0.37323096,0.399465685,0.343510116,0.584955346,0.63884229,0.531376438,0.07192,0.00027,0.00174,0.04714,0.51763,0.4191,0.0132,0.01278,0.25103114,0.068957096,73.0254
B148.mp4,0.365657039,0.44361134,0.292598625,0.386298348,0.412810333,0.311100332,0.53720964,0.681508157,0.45330843,0.05618,0.00023,0.00718,0.14767,0.49021,0.39565,0.00057,0.01298,0.10668381,0.057756258,27.5249
B149.mp4,0.376513484,0.471112626,0.223543381,0.384412823,0.471482451,0.276482729,0.497789731,0.839634084,0.232568618,0.06333,0.00027,0.00319,0.14254,0.5048,0.45312,0.00549,0.01414,0.183271481,0.10738244,51.5759
B150.mp4,0.403271119,0.484968376,0.290464739,0.434981166,0.491985622,0.322815712,0.505333192,0.620788187,0.427791476,0.07373,0.00027,0.0052,0.06152,0.49018,0.35311,0.0009,0.01601,0.186999365,0.031555832,58.6421
B151.mp4,0.376782731,0.418184155,0.33453064,0.363084854,0.380918398,0.351936888,0.377049754,0.549902691,0.333845338,0.03502,0.00028,0.01638,0.07811,0.49875,0.43517,0.00312,0.01648,0.228327685,0.057383641,71.6954
B152.mp4,0.381680721,0.439994859,0.327009959,0.298345963,0.30891985,0.288522882,0.51504277,0.57876453,0.466610216,0.04036,0.00027,0.01601,0.05225,0.45529,0.45469,0.01361,0.02309,0.254380371,0.057974826,70.9887
B153.mp4,0.356808206,0.451130543,0.294027487,0.442432657,0.487447671,0.37792782,0.432297139,0.491196489,0.329839452,0.07872,0.00027,0.01064,0.06516,0.50523,0.40889,0.00417,0.01039,0.22491449,0.029563708,62.9021
B154.mp4,0.402173138,0.431478821,0.374358563,0.417302069,0.433865379,0.401698745,0.458299757,0.497633278,0.371960787,0.08492,0.00027,0.01205,0.05575,0.50604,0.37826,0.01874,0.01092,0.190493933,0.026369006,49.736
B155.mp4,0.35498866,0.420676288,0.288762637,0.482485637,0.512106609,0.43768467,0.481531773,0.537354168,0.415605205,0.02227,0.00028,0.01308,0.04272,0.51986,0.47596,0.01257,0.01866,0.252383566,0.070830465,43.4969
B156.mp4,0.274863325,0.412696024,0.20217308,0.337852915,0.373250907,0.326901303,0.480806207,0.630626519,0.297080913,0.02303,0.00028,8.00E-05,0.04044,0.48418,0.34003,0.02238,0.15903,0.307220013,0.084760277,69.2067
B157.mp4,0.364126066,0.425477004,0.278763464,0.421140603,0.435019175,0.401922319,0.379864234,0.593543838,0.297234243,0.06696,0.00027,0.01243,0.08445,0.48214,0.49461,0.05093,0.01322,0.270335273,0.071831617,75.9554
B158.mp4,0.332413975,0.405626225,0.233434619,0.407137234,0.477078992,0.336698381,0.562938987,0.663869877,0.476015206,0.08255,0.00027,0.00023,0.04754,0.51376,0.37809,0.02735,0.00955,0.288694782,0.078795116,76.8757
B159.mp4,0.363673804,0.429837438,0.285659001,0.350896595,0.360071036,0.316071088,0.506840585,0.604886369,0.292458754,0.03983,0.00027,0.01195,0.07757,0.53077,0.35794,0.0092,0.01743,0.375610117,0.08729035,35.9529
B160.mp4,0.367848118,0.568329239,0.137118276,0.389674304,0.454862631,0.229848182,0.483795499,0.675785429,0.279877546,0.06681,0.00025,0.00809,0.08293,0.49853,0.43525,0.00198,0.01276,0.248540627,0.156897301,34.3556
B161.mp4,0.317883304,0.364438573,0.268274895,0.319622388,0.36923791,0.284086265,0.403203491,0.429531745,0.376057803,0.075,0.00027,0.00282,0.04353,0.48187,0.33323,0.03017,0.01248,0.249262078,0.059086363,71.6517
B162.mp4,0.371538496,0.413428746,0.31493382,0.257390659,0.288924062,0.231965887,0.505206825,0.620255642,0.396389922,0.06383,0.00025,0.01829,0.11875,0.44673,0.25725,0.00137,0.01474,0.058545287,0.032169774,51.3829
B163.mp4,0.363465329,0.462349116,0.277689244,0.350038885,0.390153888,0.319578136,0.482033923,0.651561874,0.242978026,0.02522,0.00027,0.01936,0.08886,0.51759,0.33494,0.00194,0.01671,0.210531466,0.079075516,45.5813
B164.mp4,0.357632555,0.402014315,0.313967298,0.263694171,0.297808039,0.232279943,0.660497645,1.217223053,0.294296367,0.02179,0.00027,0.00769,0.06891,0.52561,0.34849,0.00167,0.01759,0.203135658,0.061475826,83.1737
B165.mp4,0.344851691,0.392776833,0.261293131,0.279723838,0.291893093,0.271780363,0.528473225,0.665283147,0.457037989,0.08312,0.00027,0.00915,0.10317,0.49776,0.45493,0.00072,0.01188,0.199145951,0.056000549,67.3736
B166.mp4,0.404901277,0.486872376,0.335549514,0.422025367,0.47533036,0.334841968,0.461982505,0.513312153,0.390232432,0.03521,0.00029,0.00657,0.11794,0.44426,0.27591,0.00055,0.02542,0.081770351,0.042117142,57.8166
B167.mp4,0.346212241,0.510424846,0.233300641,0.347782712,0.489805908,0.217075554,0.604082953,0.900199723,0.403610714,0.05488,0.00023,0.03696,0.08609,0.48452,0.23894,0.00062,0.02211,0.13458144,0.070214651,14.8662
B168.mp4,0.350711908,0.447926953,0.250341459,0.278655969,0.334767079,0.204481436,0.54335145,0.645145962,0.343264629,0.01581,0.00026,0.00234,0.09614,0.42718,0.15909,0.00097,0.04689,0.093149319,0.059462913,56.3245
B169.mp4,0.361871301,0.540992465,0.121458465,0.314215973,0.413022839,0.127258093,0.556853012,0.882963242,0.379688929,0.06354,0.00026,0.02164,0.11487,0.47446,0.47029,0.00159,0.00989,0.15563703,0.065899485,54.0769
B170.mp4,0.417491767,0.504842191,0.321590098,0.357639805,0.438319369,0.276009198,0.455422019,0.595739206,0.338103483,0.05888,0.00026,0.01852,0.0809,0.4561,0.38348,0.00431,0.01484,0.13255795,0.082417262,35.8132
B171.mp4,0.313823868,0.343676715,0.303085108,0.285024708,0.289447941,0.280582311,0.434633237,0.476113706,0.40697648,0.07312,0.00027,0.0007,0.08024,0.51716,0.33866,0.02759,0.01655,0.282041354,0.022629641,89.7447
B172.mp4,0.392808311,0.451120286,0.31018289,0.44077861,0.496482531,0.398557401,0.469606663,0.579415872,0.329062897,0.02699,0.00027,0.01239,0.11847,0.51349,0.37255,0.00166,0.01877,0.126659271,0.061293067,75.619
B173.mp4,0.389110729,0.427292716,0.354601744,0.447787095,0.466667868,0.427631879,0.496722699,0.579402135,0.349402415,0.06581,0.00026,0.00263,0.07549,0.50263,0.32081,0.00964,0.01651,0.31214602,0.06305827,66.0171
B174.mp4,0.337233452,0.533243516,0.148359126,0.388761768,0.658432986,0.189034071,0.572598948,1.08788133,0.23684715,0.04157,0.00025,0.03641,0.23134,0.50108,0.41352,0.00301,0.01715,0.061796236,0.081293271,17.9012
B175.mp4,0.390100404,0.55067174,0.189961545,0.324443479,0.447719874,0.160911552,0.509940733,0.720507949,0.124820153,0.05342,0.00024,0.01115,0.10464,0.42975,0.29956,0.0014,0.01286,0.083737724,0.063156811,38.6221
B176.mp4,0.349037979,0.407712167,0.295092938,0.315377977,0.351984527,0.278202809,0.545003782,0.645841455,0.443489443,0.03129,0.00027,0.00024,0.04629,0.51416,0.28334,0.0068,0.0789,0.343477748,0.1142967,68.9807
B177.mp4,0.309117023,0.409419851,0.205007354,0.260666091,0.304537052,0.04915854,0.619853391,0.972150226,0.420920056,0.07602,0.00025,0.00516,0.0597,0.43044,0.24191,0.01106,0.01236,0.156626005,0.043122922,40.7351
B178.mp4,0.32478923,0.485098575,0.163024032,0.440236309,0.479204925,0.390674625,0.449135315,0.626450153,0.328993878,0.04846,0.00027,0.00942,0.0492,0.4886,0.55783,0.00285,0.01774,0.389311305,0.113515741,61.3542
B179.mp4,0.291365438,0.309521488,0.273502833,0.370371955,0.378429452,0.360779234,0.495851662,0.598069356,0.432929404,0.01643,0.00027,0.00276,0.06615,0.39145,0.34999,0.00064,0.01827,0.074214542,0.028211414,56.5635
B180.mp4,0.367131431,0.455438995,0.239121876,0.417140468,0.445448552,0.342299647,0.468384102,0.567577025,0.389648111,0.05425,0.00027,0.00576,0.04321,0.49778,0.49907,0.02851,0.01249,0.244145231,0.075351345,72.9946
B181.mp4,0.357439793,0.474080748,0.208564072,0.328542069,0.45305944,0.254393149,0.496728577,0.594614128,0.379914125,0.0472,0.00027,0.01823,0.09948,0.51432,0.44587,0.00122,0.01794,0.121430953,0.064247691,38.5263
B182.mp4,0.368643567,0.488969901,0.221464976,0.422703656,0.493613292,0.308309319,0.506535642,0.684771303,0.378330744,0.08185,0.00026,0.03602,0.06245,0.49846,0.39011,0.00131,0.01137,0.30581399,0.056136913,82.9684
B183.mp4,0.356071753,0.389461039,0.276454574,0.394108456,0.405502671,0.379202793,0.57407103,0.636563675,0.503482475,0.06995,0.00027,0.00084,0.04684,0.47787,0.38514,0.03627,0.01067,0.246869436,0.073265306,85.2941
B184.mp4,0.404858687,0.452384194,0.36296023,0.410124014,0.447575826,0.381468123,0.479847713,0.564199653,0.22152287,0.04932,0.00026,0.00846,0.06829,0.50692,0.3397,0.0047,0.01733,0.269501758,0.057307517,57.0256
B185.mp4,0.316208459,0.41676422,0.24634351,0.307597856,0.338017066,0.283058207,0.474429328,0.558215828,0.385360884,0.07803,0.00027,0.00298,0.05041,0.46421,0.33527,0.03434,0.0229,0.271699041,0.087100535,65.4143
B186.mp4,0.354208098,0.41257072,0.284760446,0.346763449,0.401663698,0.291168963,0.400817647,0.427954499,0.36574327,0.0517,0.00028,0.01012,0.06211,0.52696,0.36817,0.00147,0.01444,0.136908952,0.044736034,64.5275
B187.mp4,0.367942291,0.385492938,0.352457054,0.4382811,0.442725861,0.428812572,0.599187566,0.645763281,0.57191403,0.07822,0.00028,0.01511,0.04168,0.50575,0.40053,0.01327,0.01848,0.284306513,0.019863416,90.199
B188.mp4,0.321730804,0.458269566,0.232181709,0.242964691,0.3382939,0.166239619,0.437207301,0.549005729,0.336283066,0.04631,0.00027,0.00135,0.05943,0.51986,0.3852,0.00394,0.01612,0.243340342,0.058516214,70.3474
B189.mp4,0.427434168,0.441068297,0.411608362,0.364592045,0.377472225,0.357216766,0.478302435,0.532036564,0.456268576,0.05993,0.00027,0.02461,0.07429,0.49335,0.30341,0.00095,0.01716,0.221296279,0.037888611,49.8683
B190.mp4,0.379634274,0.45434611,0.318010489,0.357263161,0.388263293,0.344523667,0.56518185,0.65226071,0.448877692,0.06047,0.00027,0.00627,0.04993,0.4938,0.52426,0.01248,0.01316,0.317886295,0.081144634,72.1381
B191.mp4,0.361283353,0.419130006,0.278015074,0.438365736,0.46966884,0.410979868,0.459340814,0.5643921,0.33540695,0.05482,0.00027,0.00182,0.05396,0.51988,0.45458,0.00534,0.01355,0.251745149,0.090336821,82.8227
B192.mp4,0.342037292,0.430007908,0.243088352,0.342671032,0.36575157,0.289685098,0.577341731,0.744868661,0.385899332,0.03715,0.00028,0.02612,0.04692,0.46585,0.38406,0.03137,0.04723,0.368769013,0.133827769,55.6981
B193.mp4,0.358750754,0.451458669,0.266730871,0.39988069,0.438377057,0.370502325,0.697189655,0.867563238,0.487202034,0.02112,0.00027,0.00015,0.04518,0.51506,0.41132,0.00687,0.02766,0.293069926,0.110672873,70.5926
B194.mp4,0.330554279,0.427539342,0.251573157,0.424525998,0.444835648,0.391010483,0.433384737,0.595414828,0.357294974,0.01574,0.00027,0.00042,0.06627,0.5134,0.45885,0.00578,0.3798,0.465400864,0.213834808,55.5238
B195.mp4,0.404397059,0.452986172,0.344901093,0.450204465,0.503311382,0.401799705,0.494667622,0.641661949,0.402695012,0.06342,0.00024,0.01323,0.08099,0.50844,0.47745,0.00207,0.01212,0.101268631,0.034329368,70.2275
B196.mp4,0.334852861,0.475158344,0.136381728,0.407516111,0.558917802,0.325863541,0.551808802,0.688072915,0.311132792,0.03222,0.00027,0.00116,0.04829,0.54518,0.37648,0.01536,0.05785,0.259167085,0.087730397,50.7012
B197.mp4,0.385888435,0.432485337,0.342481465,0.425680599,0.430055976,0.414370029,0.495170967,0.631147769,0.414954345,0.07917,0.00026,0.02249,0.08531,0.49482,0.53033,0.00394,0.01134,0.281035065,0.064306771,36.4242
B198.mp4,0.245884307,0.277893551,0.213604157,0.360941781,0.380924387,0.333366406,0.676229517,0.771386902,0.605970658,0.07482,0.00028,0.00024,0.03987,0.51426,0.43449,0.00849,0.01068,0.430254378,0.1349727,84.7438
B199.mp4,0.390900294,0.432530298,0.326478742,0.375983579,0.384285876,0.353913009,0.467738004,0.516594815,0.427848526,0.08993,0.00026,0.00165,0.05666,0.48384,0.43627,0.00899,0.01043,0.168093864,0.0233463,76.1538
B200.mp4,0.357735378,0.515444585,0.230818289,0.330795369,0.423271829,0.174996172,0.614676801,0.847272288,0.332570698,0.0777,0.00022,0.01375,0.14312,0.47553,0.27421,0.00104,0.01102,0.106035545,0.083465399,36.2614
B201.mp4,0.379755131,0.435831361,0.322668463,0.407457466,0.463720867,0.380475345,0.421999139,0.526135355,0.266186586,0.03066,0.00028,0.00298,0.1007,0.53188,0.42769,0.00289,0.02062,0.205214848,0.066636302,49.4186
B202.mp4,0.312918509,0.361338728,0.279325562,0.139864031,0.172861964,0.114860558,0.446704199,0.499826975,0.392030041,0.01643,0.00027,0.00224,0.07733,0.51407,0.18014,0.00124,0.01745,0.12085877,0.032609223,78.8095
B203.mp4,0.333276873,0.420386396,0.23242072,0.334473336,0.34385569,0.318483171,0.536216114,0.681121937,0.465772692,0.01659,0.00027,0.00017,0.04594,0.5175,0.42158,0.00148,0.58353,0.378819994,0.146503985,78.539
B204.mp4,0.372688105,0.418414546,0.306229436,0.379046847,0.401982178,0.343709074,0.637827077,0.705006236,0.554821671,0.03351,0.00027,0.01294,0.05499,0.51872,0.38011,0.00457,0.01799,0.309379707,0.089264693,72.3743
B205.mp4,0.354212159,0.440362692,0.255927083,0.332386387,0.372027589,0.259985792,0.532230515,0.682562957,0.413321344,0.06896,0.00025,0.00099,0.05188,0.40353,0.42068,0.00342,0.01082,0.145192401,0.071971888,63.2195
B206.mp4,0.402844679,0.418327954,0.394723672,0.421376354,0.425774958,0.418953912,0.466124488,0.491446658,0.3934256,0.07632,0.00027,0.00497,0.05408,0.50157,0.49725,0.00171,0.01827,0.255067555,0.021931013,80.9784
B207.mp4,0.313685474,0.368122018,0.254617944,0.320845622,0.335023994,0.311193663,0.432103925,0.47982428,0.324683348,0.01583,0.00026,6.00E-05,0.05888,0.52039,0.32483,0.03806,0.24493,0.292065677,0.080778704,86.5106
B208.mp4,0.336643858,0.354439651,0.31436394,0.338438817,0.343266154,0.330409489,0.74711355,0.811497455,0.681889505,0.07609,0.00026,0.00159,0.04841,0.48971,0.30267,0.00477,0.0123,0.33424985,0.031165778,74.1111
B209.mp4,0.342834476,0.489532347,0.150611454,0.346778036,0.370708782,0.304945103,0.56841527,0.695451135,0.480258399,0.06283,0.00026,0.00096,0.0426,0.42308,0.42633,0.01587,0.01404,0.210239099,0.075089398,74.7753
B210.mp4,0.315110898,0.414825256,0.251535664,0.288083234,0.396634272,0.226244985,0.431079812,0.566807263,0.278875398,0.01748,0.00027,0.00283,0.10299,0.511,0.27198,0.00769,0.05445,0.068426327,0.041718439,29.4167
B211.mp4,0.327847763,0.430394945,0.269758399,0.313496594,0.374986738,0.272836184,0.480680247,0.618871994,0.267480361,0.01679,0.00028,0.03171,0.07684,0.51415,0.2733,0.0065,0.07781,0.160982662,0.065315904,80.995
B212.mp4,0.372628193,0.494281613,0.228024216,0.375458766,0.40895235,0.306057643,0.574201986,0.769143133,0.422134572,0.08729,0.00026,0.00096,0.05838,0.51267,0.38523,0.00298,0.01087,0.280673304,0.056785253,71.6895
B213.mp4,0.375300947,0.391763697,0.357140533,0.416601501,0.423947499,0.406853255,0.537187157,0.57173144,0.510750675,0.03652,0.00028,0.00018,0.04694,0.5107,0.40276,0.01443,0.02129,0.322640424,0.046864462,85.9296
B214.mp4,0.380366853,0.475893823,0.287380009,0.370454842,0.41689325,0.291494492,0.550746152,0.63745904,0.446777255,0.02054,0.00027,0.03235,0.13246,0.52982,0.33846,0.00144,0.04023,0.169831708,0.085345155,45.2158
B215.mp4,0.33520403,0.493197294,0.136917599,0.414628406,0.47592789,0.261101525,0.572303929,0.752914976,0.16596765,0.06967,0.00026,0.00291,0.08456,0.49952,0.39147,0.01934,0.01005,0.385962916,0.121223502,49.1789
B216.mp4,0.336457618,0.436049258,0.265955737,0.36309211,0.381473432,0.320980922,0.352728292,0.592104481,0.266330441,0.04134,0.00024,0.00018,0.06299,0.50384,0.41391,0.08117,0.03443,0.37950922,0.127479239,85.8934
B217.mp4,0.413516252,0.483336329,0.343604002,0.250026171,0.360144868,0.200816989,0.464041303,0.58683653,0.393830067,0.04544,0.00027,0.00109,0.08161,0.23204,0.12178,0.00042,0.01984,0.030676647,0.019782045,37.7778
B218.mp4,0.359949044,0.375373918,0.339361041,0.419963373,0.428017353,0.412849137,0.705484332,0.829824478,0.641137116,0.08471,0.00027,0.00066,0.03564,0.48331,0.37549,0.01752,0.01892,0.216811513,0.037392013,89.0446
B219.mp4,0.351983509,0.449703039,0.195264284,0.399869848,0.445808177,0.356454479,0.567214384,0.721619934,0.423773765,0.01834,0.00027,0.00117,0.04867,0.50626,0.40621,0.00808,0.02403,0.314159067,0.131408282,78.0149
B220.mp4,0.271397374,0.387657317,0.192416371,0.254674523,0.446987838,0.13612435,0.541494995,0.647910801,0.418942991,0.04225,0.00018,0.00143,0.07436,0.5464,0.2422,0.0039,0.0108,0.086186462,0.03432857,70.117
B221.mp4,0.357996784,0.41370646,0.333590299,0.328075117,0.330452477,0.324799843,0.531132107,0.563893573,0.473026121,0.08031,0.00027,0.016,0.04918,0.48924,0.4697,0.01242,0.01235,0.257530502,0.036791372,80.4144
B222.mp4,0.403731628,0.45241203,0.32451155,0.364786239,0.391617828,0.326016434,0.389427153,0.644452734,0.141495164,0.01893,0.00027,0.00395,0.08268,0.52069,0.34639,0.00057,0.05231,0.125769932,0.046419227,34.2513
B223.mp4,0.300167674,0.342075529,0.264175735,0.325628901,0.388287256,0.234756684,0.414507067,0.48990503,0.371111212,0.05666,0.00027,0.0002,0.07618,0.52596,0.36413,0.00113,0.01241,0.128747082,0.054522061,60.6067
B224.mp4,0.292500779,0.350548325,0.24198582,0.323208179,0.359783145,0.305138853,0.402635342,0.450106824,0.306170897,0.01858,0.00026,4.00E-05,0.0551,0.53121,0.33187,0.04149,0.34655,0.276572703,0.081889062,81.0055
B225.mp4,0.406488224,0.436942232,0.343402713,0.360724401,0.376709396,0.347008647,0.502902507,0.613190407,0.441887528,0.0721,0.00027,0.00132,0.0763,0.49933,0.50724,0.00165,0.01734,0.101954256,0.026994421,80.4624
B226.mp4,0.328075771,0.531995468,0.102714241,0.364773781,0.432867612,0.31204787,0.546461155,1.141769419,0.173169,0.02804,0.00027,0.0032,0.05699,0.51577,0.45228,0.03228,0.11809,0.336149457,0.15489875,62.5157
B227.mp4,0.353733987,0.369015147,0.336675761,0.393074134,0.396531015,0.389279896,0.585628937,0.628520813,0.544162216,0.0506,0.00028,0.00509,0.04191,0.50982,0.4382,0.01626,0.02368,0.322388112,0.046605409,90.2448
B228.mp4,0.287139858,0.316887686,0.260907027,0.378527928,0.387013841,0.369870716,0.594037507,0.641660272,0.54609063,0.03231,0.00028,0.00327,0.043,0.4981,0.52407,0.01634,0.09266,0.471028293,0.147957663,71.1987
B229.mp4,0.392574732,0.492911784,0.244404853,0.44547662,0.482705007,0.380457886,0.466287225,0.580474772,0.374334991,0.04675,0.00026,0.00597,0.06663,0.50335,0.43411,0.01247,0.03286,0.232912113,0.057932687,73.8866
B230.mp4,0.341946397,0.436890255,0.253010355,0.348288178,0.383939282,0.31815735,0.582853023,0.799730214,0.466830906,0.02203,0.00028,0.00958,0.05703,0.49106,0.38419,0.00426,0.16584,0.257335278,0.087392715,73.6337
B231.mp4,0.376219953,0.461478479,0.228134481,0.377908586,0.433267663,0.14228487,0.504379813,0.627261657,0.304872669,0.01756,0.00027,0.00161,0.08956,0.48938,0.33687,0.00639,0.06033,0.147176487,0.060284503,65.0412
B232.mp4,0.38616679,0.448046386,0.341837078,0.391487415,0.404402734,0.381361168,0.597734493,0.695329681,0.464663252,0.08019,0.00026,0.00964,0.06208,0.49047,0.56389,0.01429,0.00077,0.350168986,0.05527023,65.1549
B233.mp4,0.308750209,0.344042314,0.267667277,0.210353073,0.288458607,0.189386076,0.732195749,0.823646445,0.650614428,0.07126,0.00027,0.00962,0.15696,0.47055,0.29385,0.00027,0.00678,0.07513716,0.037759789,50.8201
B234.mp4,0.332333579,0.372521712,0.296189429,0.320930178,0.324966848,0.31546194,0.669611502,0.780509903,0.513628334,0.08083,0.00028,0.00348,0.04294,0.46878,0.45644,0.02564,0.01395,0.26336411,0.047835707,80.4612
B235.mp4,0.332256099,0.405428182,0.24984986,0.337634541,0.378606961,0.307604682,0.41700948,0.62820284,0.251275684,0.08339,0.00026,1.00E-05,0.04225,0.51211,0.52659,0.10506,0.00989,0.281158473,0.078684864,68.4103
B236.mp4,0.310653896,0.414632083,0.225033989,0.354045452,0.396925178,0.314582866,0.621910187,0.699312212,0.502019984,0.07595,0.00027,0.00589,0.04911,0.48681,0.42518,0.01058,0.00913,0.379056871,0.126503557,53.3737
B237.mp4,0.344579915,0.465677,0.231836763,0.319999104,0.344557347,0.233645062,0.474179311,1.376134361,0.35685358,0.04182,0.00027,0.00805,0.04915,0.45461,0.35344,0.03539,0.01984,0.278919237,0.113804062,70.1209
B238.mp4,0.33152394,0.406356916,0.240153797,0.297117374,0.356336578,0.228898362,0.54481993,0.707076505,0.460434652,0.08064,0.00027,0.01192,0.04757,0.42427,0.28493,0.0063,0.00985,0.17352237,0.048441492,60.5058
B239.mp4,0.366055956,0.442862965,0.244466078,0.38365304,0.414966021,0.344907223,0.522365989,0.625046424,0.461796414,0.05588,0.00027,0.00568,0.04805,0.50527,0.48883,0.0128,0.01396,0.371682677,0.150305538,67.5337
B240.mp4,0.363443883,0.440611284,0.309985103,0.326530131,0.343697108,0.314053688,0.470102217,0.681440616,0.383851027,0.07523,0.00027,0.01009,0.06144,0.48673,0.48098,0.01288,0.01054,0.315667364,0.073607745,67.1576
